principio_ativo;nome_comercial;APRESENTAÇÃO
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";CHERRY;(2.00+0.03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 63 + 21 PLACEBOS
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";LOLITA;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";LOLITA;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";LOLITA;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";LOLITA;(2 + 0.03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";AIXA;2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";AIXA;2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 63 
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";BELARA;2 MG + 0.03 MG COM REV CT BL CALEND AL PLAS TRANS X 21
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";BELARA;2 MG + 0.03 MG COM REV CT BL CALEND AL PLAS TRANS X 63
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";BELARA;2 MG + 0.03 MG COM REV CT BL CALEND AL PLAS TRANS X 21 + 7 PLACEBOS
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";BELARA;2 MG + 0.03 MG COM REV CT BL CALEND AL PLAS TRANS X 63 + 21 PLACEBOS
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";BELARINA;2 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 24 + 4 PLACEBO
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";BELARINA;2 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 72 + 12 PLACEBO
ACETATO DE DEGARELIX;FIRMAGON;80 MG PO LIOF SOL INJ SC CT FA VD TRANS + DIL SER PRENC VD TRANS X 4.2 ML + ADAPT + AGU
ACETATO DE DEGARELIX;FIRMAGON;120 MG PO LIOF SOL INJ SC CT 2 FA VD TRANS + 2 DIL SER PRENC VD TRANS X 3 ML + 2 ADAPT + 2 AGU
ACETATO DE DESMOPRESSINA;ACETATO DE DESMOPRESSINA;0.1 MG/ML SOL NAS CT FR SPR VD AMB X 2.5 ML
ACETATO DE DESMOPRESSINA;FURP-DESMOPRESSINA;0.1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN
ACETATO DE DESMOPRESSINA;DDAVP;0.1 MG COM CT FR PLAS PEAD OPC X 30
ACETATO DE DESMOPRESSINA;DDAVP;0.2 MG COM CT FR PLAS PEAD OPC X 30
ACETATO DE DESMOPRESSINA;DDAVP;0.1MG/ML SOL NAS CT FR VD AMB 2.5ML + 2 TUB
ACETATO DE DESMOPRESSINA;DDAVP;4 MCG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML
ACETATO DE DESMOPRESSINA;DDAVP;0.1 MG/ML SOL SPR NAS CT FR SPR VD AMB 2.5ML
ACETATO DE DESMOPRESSINA;DDAVP;15 MCG /ML SOL INJ CT 10 AMP VD TRANS X 1ML 
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CT BG AL X 10 G  
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CT BG AL X 10 G
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/ G CREM DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;METADEX;1 MG/G CREM CT BG AL X 10 G
ACETATO DE DEXAMETASONA;DEXAMETRAT;1 MG/G CREM  DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM  DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;DECADRONAL;8 MG/ML SUS INJ CT FA INC X 2 ML
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM CT BG AL X 10 G  
ACETATO DE DEXAMETASONA;FURP-DEXAMETASONA;1 MG/G CR DERM CX 50 BG AL X 10 G
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CX 50 BG AL X 10 G 
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CT BG AL X 10 G  
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CT BG AL X 20 G
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CT BG AL X 30 G
ACETATO DE DEXAMETASONA;CORTITOP;1 MG/G CREM DERM CT BG AL X 10 G  
ACETATO DE DEXAMETASONA;CORTITOP;1 MG/G CREM DERM CT BG AL X 20 G
ACETATO DE DEXAMETASONA;CORTITOP;1 MG/G CREM DERM CT BG AL X 30 G
ACETATO DE DEXAMETASONA;DEXAGREEN;1 MG/G CREM DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;DEXAGREEN;1 MG/G CREM DERM CT 50 BG AL X 10 G (EMB HOSP)
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM CX 100 BG AL X 10 G (EMB HOSP)
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1 MG/G CREM DERM  CT BG  AL X 10 G
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1.0 MG/G CREM DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;ACETATO DE DEXAMETASONA;1.00 MG/G CREM DERM CT BG AL X 10 G
ACETATO DE DEXAMETASONA;CETADEX;1 MG/G CREM DERM CT BG AL X 10 G 
ACETATO DE DEXAMETASONA;DEXADERMIL;1MG/G CREM DERM CT BG AL X 10 G
"ACETATO DE DEXTROALFATOCOFEROL;ÁCIDO FÓLICO";DTN-FOL;400 MCG + 10 MG CAP MOLE CT FR PLAS X 90
ACETATO DE FLUDROCORTISONA;FLORINEFE;0.1 MG COM CT FR VD AMB X 100
ACETATO DE FLUORMETOLONA;FLORATE;1.0 MG/ML SUS OFT CT FR GOT PLAS OPC X 5 ML
ACETATO DE FLUORMETOLONA;FLUTINOL;1 MG/ML SUS OFT CT FR GOT PLAS TRANS X 5 ML  
ACETATO DE FLUORMETOLONA;FLUTINOL;1 MG/ML SUS OFT CT FR GOT PLAS TRANS X 5 ML  
ACETATO DE GANIRRELIX;ORGALUTRAN;0.5 MG/ML SOL INJ SC CT SER PREENC VD TRANS X 0.5 ML
ACETATO DE GANIRRELIX;ORGALUTRAN;0.5 MG/ML SOL INJ SC CT SER PREENC VD TRANS X 0.5 ML
ACETATO DE GLATIRÂMER;COPAXONE;20 MG/ML SOL INJ CT 28 SER PREENC VD TRANS X 1 ML
ACETATO DE GLATIRÂMER;COPAXONE;40 MG/ML SOL INJ SC CT 12 SER PREENC VD TRANS X 1 ML
ACETATO DE GLATIRÂMER;GLAMETIX;20 MG/ML SOL INJ SC CT 28 SER PREENC VD TRANS X 1 ML
ACETATO DE GOSSERRELINA;ZOLADEX;3.6 MG DEPOT + SER PREENC PLAS TRANS BS CT ENV AL POLIET X 1
ACETATO DE GOSSERRELINA;ZOLADEX;10.8 MG DEPOT + SER PREENC PLAS TRANS BS CT ENV AL POLIET X 1
ACETATO DE HIDROCORTISONA;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 15 G 
ACETATO DE HIDROCORTISONA;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 20 G
ACETATO DE HIDROCORTISONA;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 30 G 
ACETATO DE HIDROCORTISONA;ACETATO DE HIDROCORTISONA;10 MG/G CREM DERM CT BG AL X 20 G
ACETATO DE HIDROCORTISONA;CORTIGEN;10 MG/G CREM DERM CT BG AL X 20 G
ACETATO DE HIDROCORTISONA;BERLISON;10 MG/G CREM DERM CT BG AL X 15 G 
ACETATO DE HIDROCORTISONA;BERLISON;10 MG/G CREM DERM CT BG AL X 30 G
ACETATO DE HIDROCORTISONA;BERLISON;10 MG/G POM DERM CT BG AL X 15 G
ACETATO DE HIDROCORTISONA;BERLISON;10 MG/G POM DERM CT BG AL X 30 G
ACETATO DE ICATIBANTO;FIRAZYR;10 MG/ML CT 1 SER X 3 ML + AGULHA
ACETATO DE LANREOTIDA;SOMATULINE AUTOGEL;60 MG SOL INJ LIB PROL CT ENV SER PRENC PLAS TRANS AG RETRÁTIL X 0.5 ML 
ACETATO DE LANREOTIDA;SOMATULINE AUTOGEL;90 MG SOL INJ LIB PROL CT ENV SER PRENC PLAS TRANS X 0.5 ML 
ACETATO DE LANREOTIDA;SOMATULINE AUTOGEL;120 MG SOL INJ LIB PROL CT ENV SER PRENC PLAS TRANS AG RETRÁTIL X 0.5 ML 
ACETATO DE LANREOTIDA;SOMATULINE AUTOGEL;60 MG SOL INJ LIB PROL CT ENV AL/PLAS SER PREENC PLAS TRANS AG RETRÁTIL X 0.5 ML
ACETATO DE LANREOTIDA;SOMATULINE AUTOGEL;90 MG SOL INJ LIB PROL CT ENV AL/PLAS SER PREENC PLAS TRANS AG RETRÁTIL X 0.5 ML 
ACETATO DE LANREOTIDA;SOMATULINE AUTOGEL;120 MG SOL INJ LIB PROL CT ENV AL/PLAS SER PREENC PLAS TRANS AG RETRÁTIL X 0.5 ML
ACETATO DE LEUPRORRELINA;LECTRUM;3.75 MG PO LIOF SUS INJ CT FA VD TRANS AMP DIL X 1.5 ML + SER + 2 AGU
ACETATO DE LEUPRORRELINA;LECTRUM;7.50 MG PO LIOF SUS INJ CT FA VD TRANS AMP DIL X 1.5 ML + SER + 2 AGU
ACETATO DE LEUPRORRELINA;ELIGARD;45 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + BL AL PLAS TRANS DIL SER A + EMB + 2 DESSEC
ACETATO DE LEUPRORRELINA;ELIGARD;7.5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC 
ACETATO DE LEUPRORRELINA;ELIGARD;22.5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC 
ACETATO DE LEUPRORRELINA;LUPRON;3.75 MG PO LIOF SUS INJ CT FA VD TRANS + SOL DIL AMP VD TRANS X 2 ML + SER + 2 AGU + 2 SACHETS DE ÁLCOOL
ACETATO DE LEUPRORRELINA;LUPRON;11.25 MG PO LIOF SUS INJ CT FA VD TRANS +  SOL DIL AMP VD TRANS X 2 ML + SER + 2 AGU+ 2 SACHETS DE ÁLCOOL
ACETATO DE LEUPRORRELINA;LUPRON;5.0 MG/ML SOL INJ PT PLAS OPC FA VD TRANS X 2.8 ML + 14 SER + 15 SACHETS ALCOOL
ACETATO DE MEDROXIPROGESTERONA;DEMEDROX;150 MG/ML SUS INJ CT SER PREENC VD TRANS X 1 ML
ACETATO DE MEDROXIPROGESTERONA;DEMEDROX;150 MG/ML SUS INJ CT AMP VD TRANS X 1 ML
ACETATO DE MEDROXIPROGESTERONA;CONTRACEP;150 MG/ML SUSP INJ CT FA VD INC X 1 ML
ACETATO DE MEDROXIPROGESTERONA;CONTRACEP;150 MG/ML SUS INJ CT AMP VD INC X 1 ML
ACETATO DE MEDROXIPROGESTERONA;DEPO-PROVERA;150 MG/ML SUS INJ CT FA VD TRANS X 1 ML
ACETATO DE MEDROXIPROGESTERONA;DEPO-PROVERA;150 MG/ML SUS INJ CT BL PLAS PLAS TRANS X SER VD TRANS PREENC X 1 ML + AG DESC
ACETATO DE MEDROXIPROGESTERONA;DEPO-PROVERA;160 MG/ML SUS INJ SC CT ENVOL SER PREENC PLAS PEBD TRANS X 0.65 ML + AGU
ACETATO DE MEDROXIPROGESTERONA;PROVERA;10 MG COM CT BL AL PLAS TRANS X 14
ACETATO DE MEDROXIPROGESTERONA;SAYANA;160 MG/ML SUS INJ SC CT ENVOL SER PREENC PLAS PEBD TRANS X 0.65 ML + AGU
"ACETATO DE MEDROXIPROGESTERONA;CIPIONATO DE ESTRADIOL";CYCLOFEMINA;25 MG + 5 MG SUS INJ CX 50 AMP VD INC X 0.5 ML
"ACETATO DE MEDROXIPROGESTERONA;CIPIONATO DE ESTRADIOL";CYCLOFEMINA;25 MG+ 5 MG SUS INJ CX 2 AMP VD INC X 0.5 ML
"ACETATO DE MEDROXIPROGESTERONA;CIPIONATO DE ESTRADIOL";CYCLOFEMINA;25 MG+ 5 MG SUS INJ CX 3 AMP VD INC X 0.5 ML
"ACETATO DE MEDROXIPROGESTERONA;CIPIONATO DE ESTRADIOL";LYNDAVELUNO;25 MG/0.5ML + 5 MG/0.5ML SUS INJ CT AMP VD INC
ACETATO DE MEGESTROL;FEMIGESTROL;160 MG COM CT BL AL PLAS TRANS X 30
ACETATO DE METILPREDNISOLONA;PREDI-MEDROL;40 MG/ML SUS INJ CT FA VD INC X 2 ML
ACETATO DE METILPREDNISOLONA;DEPO-MEDROL;40 MG/ML SUS INJ CT FA VD TRANS X 2 ML 
ACETATO DE NOMEGESTROL;LUTENIL;5 MG COM CT CART BL AL PLAS TRANS X 10 
ACETATO DE NOMEGESTROL;LUTENIL;5 MG COM CT CART BL AL PLAS TRANS X 14
"ACETATO DE NOMEGESTROL;ESTRADIOL HEMI-HIDRATADO";STEZZA;(2.5 + 1.5) MG COM REV CT BL AL PVC CALEND X 24 + 4 PLACEBO
"ACETATO DE NOMEGESTROL;ESTRADIOL HEMI-HIDRATADO";STEZZA;(2.5 + 1.5) MG COM REV CT BL AL PVC CALEND X 72 + 12 PLACEBO 
"ACETATO DE NOMEGESTROL;ESTRADIOL HEMI-HIDRATADO";IZIZ;(2.5 + 1.5) MG COM REV CT BL AL PLAS PVC/PVDC TRANS CALEND X 24 + 4 PLACEBO
"ACETATO DE NOMEGESTROL;ESTRADIOL HEMI-HIDRATADO";IZIZ;(2.5 + 1.5) MG COM REV CT BL AL PLAS PVC/PVDC TRANS CALEND X 72 + 12 PLACEBO
"ACETATO DE NOMEGESTROL;ESTRADIOL HEMI-HIDRATADO";STEZZA;(2.5 + 1.5) MG COM REV CT BL AL PLAS PVC TRANS X 24 + 4 PLACEBOS
"ACETATO DE NOMEGESTROL;ESTRADIOL HEMI-HIDRATADO";STEZZA;(2.5 + 1.5) MG COM REV CT BL AL PLAS PVC TRANS X 72 + 12 PLACEBOS 
ACETATO DE NORETISTERONA;PRIMOLUT-NOR;10 MG COM CT BL AL PLAS TRANS X 30
ACETATO DE NORETISTERONA;CLIANE;2 MG + 1 MG COM REV CT BL CALEND AL PLAS INC X 28
ACETATO DE NORETISTERONA;PRIMOLUT-NOR;10 MG COM CT BL AL PLAS TRANS X 30
"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";NATIFA PRO;1 MG + 0.5 MG COM REV CT BL AL PLAS TRANS CALEND X 28
"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";NATIFA PRO UBD;(0.5 + 0.1) MG COM REV CT BL AL PLAS PCTFE TRANS X 28
"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";NATIFA PRO UBD;(0.5 + 0.1) MG COM REV CT BL AL PLAS PCTFE TRANS X 84
"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";SYSTEN CONTI;3.2 MG + 11.2 MG ADES TRANSD CT 8 ENV X 1
"ACETATO DE NORETISTERONA;ESTRADIOL HEMI-HIDRATADO";SYSTEN SEQUI;3.2 MG ADES CT 4 ENV X 1 / (3.2 + 11.2) MG ADES CT 4 ENV X 1
ACETATO DE OCTREOTIDA;SANDOSTATIN;10 MG PO SUS INJ CT FA VD TRANS + 1 SER DIL X 2 ML + SIST APLIC
ACETATO DE OCTREOTIDA;SANDOSTATIN;20 MG PO SUS INJ CT FA VD TRANS + 1 SER DIL X 2 ML + SIST APLIC
ACETATO DE OCTREOTIDA;SANDOSTATIN;30 MG PO SUS INJ CT FA VD TRANS + 1 SER DIL X 2 ML + SIST APLIC
ACETATO DE OCTREOTIDA;OCTRIDE;0.10 MG/ML SOL INJ CT 5 AMP VD TRANS X 1 ML
ACETATO DE PREDNISOLONA;PRED;10 MG/ML SUS OC FR PLAS OPC GOT X 5 ML
ACETATO DE PREDNISOLONA;PRED;1.2 MG/ML SUS OC  FR PLAS OPC GOT X 10 ML
ACETATO DE PREDNISOLONA;PRED;1.2 MG/ML SUS OFT  FR PLAS OPC GOT X 5 ML
ACETATO DE PREDNISOLONA;OFTPRED;10 MG/ML SUS OFT CT FR GOT PLAS OPC X 5 ML
ACETATO DE PREDNISOLONA;STER;1.2 MG/ML SUS OFT CT FR GOT PLAS OPC X 10 ML
ACETATO DE PREDNISOLONA;STER;10 MG/ML SUS OFT CT FR GOT PLAS OPC X 5 ML
ACETATO DE PREDNISOLONA;PREDOPTIC;10MG/ML SUSP OFT CT FR PLAS OPC GOT X 5ML
ACETATO DE PREDNISOLONA;ACETATO DE PREDNISOLONA;10MG/ML SUSP OFT CT FR PLAS OPC GOT X 5ML 
ACETATO DE PREDNISOLONA;VISIOPRED;10MG/ML SUSP OFT CT FR PLAS OPC GOT X 5ML
ACETATO DE RACEALFATOCOFEROL;EMAMA;400 MG CAP MOLE CT BL AL PLAS TRANS X 30 
ACETATO DE RACEALFATOCOFEROL;VITAMINA E;400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 30
ACETATO DE RACEALFATOCOFEROL;VITAMINA E;400 MG CAP GEL MOLE CT BL AL PLAS TRANS X 60
ACETATO DE RACEALFATOCOFEROL;TEUTOVIT E;400 MG CAP MOLE CT FR PLAS  PEAD OPC X 30
ACETATO DE RACEALFATOCOFEROL;VITA E;400 MG CAP MOLE CT FR PLAS OPC X 30
ACETATO DE RACEALFATOCOFEROL;E-TABS;1.000 UI CAP GEL MOLE CT FR PLAS OPC X 30
ACETATO DE RACEALFATOCOFEROL;E-TABS;400 UI CAP GEL MOLE CT FR PLAS OPC X 30
ACETATO DE RACEALFATOCOFEROL;VITAMIN E;400 MG CAP GEL MOLE CT FR PLAS OPC X 30 
ACETATO DE RACEALFATOCOFEROL;EPHYNAL;400 MG CAP GEL MOLE CT BL AL PLAS INC X 30
"ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;SELÊNIO;COBRE;ÁCIDO ASCÓRBICO;ZINCO";VITERGAN ZINCO;COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30
"ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;COLECALCIFEROL";ADEFORTE;11.76 + 0.04 + 30 MG/ML SOL OR CT FR VD AMB CGT X 15 ML 
"ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;COLECALCIFEROL";ADEFORTE;10 + 0.02 + 15 MG/ML SOL OR CT AMP VD INC X 3 ML
"ACETATO DE RACEALFATOCOFEROL;PALMITATO DE RETINOL;COLECALCIFEROL";ADEFORTE;10 + 0.02 + 15 MG/ML SOL OR CT 25 AMP VD INC X 3 ML
"ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO";ENVID;800 MCG + 20 MG CAP MOLE CT BL AL PLAS OPC X 30
"ACETATO DE RETINOL;CLORIDRATO DE PIRIDOXINA;COLECALCIFEROL";HAAR INTERN;60 MG COM REV CT BL AL PLAS INC X 60
"ACETATO DE RETINOL;COLECALCIFEROL";AD-TIL;(50000 + 10000) UI/ML SOL OR CT FR GOT PLAS AMB X 10 ML
"ACETATO DE RETINOL;COLECALCIFEROL";AD-TIL;(50000 + 10000) UI/ML SOL OR CT FR GOT PLAS AMB X 20 ML
"ACETATO DE RETINOL;COLECALCIFEROL";METOSAD;50000 + 10000 UI/ML SOL OR CT FR PLAS AMB GOT X 10 ML
"ACETATO DE RETINOL;COLECALCIFEROL";METOSAD;50000 + 10000 UI/ML SOL OR CT FR PLAS AMB GOT X 20 ML
"ACETATO DE RETINOL;COLECALCIFEROL";METOSAD;50000 + 10000 UI/ML SOL OR CT FR PLAS AMB GOT X 30 ML
"ACETATO DE RETINOL;COLECALCIFEROL";AD-VITAM;(50000 + 10000) UI/ML SOL CT FR GOT PLAS AMB X 20 ML
"ACETATO DE RETINOL;COLECALCIFEROL";AD-VITAM;(50000 + 10000) UI/ML SOL CT 200 FR GOT PLAS AMB X 10 ML (EMB HOSP)
"ACETATO DE RETINOL;COLECALCIFEROL";AD-TIL;(50000 + 10000) UI/ML SOL OR CT FR GOT PLAS AMB X 10 ML
"ACETATO DE RETINOL;COLECALCIFEROL";AD-TIL;(50000 + 10000) UI/ML SOL OR CT FR GOT PLAS AMB X 20 ML
ACETATO DE SÓDIO TRIHIDRATADO;ACETATO DE SÓDIO;2 MEQ/ML SOL INJ IV CX 10 FA VD TRANS X 50 ML
ACETATO DE SÓDIO TRIHIDRATADO;ACETATO DE SÓDIO;2 MEQ/ML SOL INJ IV CX 25 FA VD TRANS X 50 ML
ACETATO DE SÓDIO TRIHIDRATADO;ACETATO DE SÓDIO;2 MEQ/ML SOL INJ IV CX 50 FA VD TRANS X 50 ML
ACETATO DE SÓDIO TRIIDRATADO;ACETATO DE SÓDIO;2 MEQ/ML SOL INJ IV CX 50 AMP VD TRANS X 10 ML
"ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR;SOL OFT CX 10 BOLS TRILAMINADA PP TRANS SIST FECH X 500 ML
"ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR;SOL OFT CX 20 BOLS TRILAMINADA PP TRANS SIST FECH X 250 ML
"ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR;SOL OFT CX 50 BOLS PP TRANS SIST FECH X 250 ML
"ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR;SOL OFT CX 30 BOLS PP TRANS SIST FECH X 500 ML
"ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;HIDROXIETILAMIDO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";ISTARHES;(60 + 6 + 0.40 + 0.134 + 0.20 + 3.70) MG/ML SOL INJ IV CT BOLS PP TRANS SIST FECH X 500 ML
"ACETATO DE SÓDIO TRIIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;HIDROXIETILAMIDO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";ISTARHES;(60 + 6 + 0.40 + 0.134 + 0.20 + 3.70) MG/ML SOL INJ IV CX 30 BOLS PP TRANS SIST FECH X 500 ML
"ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";PLASMAFUNDIN;SOL INJ IV CX FA PLAS TRANS SIST FECH X 500 ML
"ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";PLASMAISTAR;SOL INFUS IV CX 30 BOLS PLAS TRANS SIST FECH X 500ML
"ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE MAGNÉSIO";PLASMA LYTE;SOL INJ IV CX  BOLS PLAS TRANS SIST FECH X 500 ML
ACETATO DE TERLIPRESSINA;GLYPRESSIN;1 MG PO LIOF INJ CT FA VD TRANS + DIL AMP VD TRANS X 5 ML
ACETATO DE TERLIPRESSINA;GLYPRESSIN;0.12 MG/ML SOL INJ CT 1 AMP VD TRANS X 8.5 ML
ACETATO DE TERLIPRESSINA;TERGLY;1 MG PO LIOF SOL INJ IV CT FA VD TRANS
ACETATO DE TERLIPRESSINA;TERGLY;1 MG PO LIOF SOL INJ IV CT 10 FA VD TRANS
"ACETATO DE TOCOFEROL;ÁCIDO FÓLICO";DTN-FOL;400 MCG + 10 MG CAP MOLE CT FR PLAS X 30
"ACETATO DE TOCOFEROL;ÁCIDO FÓLICO";DTN-FOL;400 MCG + 10 MG CAP MOLE CT BL AL PLAS OPC X 30
"ACETATO DE TOCOFEROL;ÁCIDO FÓLICO";DTN-FOL;400 MCG + 10 MG CAP MOLE CT BL AL PLAS OPC X 90
ACETATO DE TRIPTORRELINA;GONAPEPTYL DEPOT;3.75  MG PO SUS INJ LIB PROL IM/SC CT SER PREENC VD TRANS + DIL SER PREENC VD TRANS X 1ML + ADAPT + 2 AGU
ACETATO DE TRIPTORRELINA;GONAPEPTYL DAILY;0.1MG/ML SOL INJ CT 7 SER VD 1ML
ACETATO DE ULIPRISTAL;ULIP;30 MG COM CT BL AL PVC/PE/PVDC TRANS X 1
ACETATO DE ZINCO;ACETATO DE ZINCO 0.5 MEQ/ML;0.5 MEQ/ML (54 MG/ML) SOL INJ IV CX 50 AMP VD TRANS X 5 ML
ACETAZOLAMIDA;DIAMOX;250 MG COM CT FR VD AMB X 25  
ACETAZOLAMIDA;DIAMOX;250 MG COM CT BL AL PLAS PVC/PVDC TRANS X 30
ACETILCISTEÍNA;ACETILCISTEÍNA;20 MG/ML XPE CT FR VD AMB X 100 ML + COP
ACETILCISTEÍNA;ACETILCISTEÍNA;20 MG/ML XPE CT FR VD AMB X 150 ML + COP
ACETILCISTEÍNA;ACETILCISTEINA;100 MG GRAN CT 16 ENV PAPEL AL POLIET X 5 G 
